color,x,y
cat,-2.1407391912057947,-2.6972377449400757
cat,-0.8632619008322209,0.10661537656907225
cat,-0.051231606295725186,-0.7629902910363908
cat,-3.417916370536167,-4.73061764223218
cat,-2.8696415286962207,-0.10209798783974022
cat,-3.5192060268042233,-4.59838080080165
cat,-2.052054941570955,-1.7027805872703137
cat,-1.0176703107443361,-4.559005698924355
cat,-1.9723997192152771,-1.864846973913602
cat,-4.735946660373066,-1.6410325470134288
cat,0.11149375488704301,-0.891798512350263
cat,-0.2974002109367737,-2.9309959010545024
cat,-1.390427000628013,-4.225742096836791
cat,-1.9212920359655588,-4.095260744105418
cat,-1.321226191453092,-2.2795657078148865
cat,-5.482327789584288,0.2855264882805679
cat,0.6715395023124133,-4.285909701331374
cat,-2.12894435648195,0.36729799870209806
cat,-5.461875395773562,-2.0073074400710054
cat,-3.85986705763822,0.7256589935433403
cat,-0.8044188449015106,-5.427963427871586
cat,-1.8821352547749979,-6.4996630563109665
cat,-1.09979223742083,-3.9034297343193143
cat,-5.176669284181016,-0.37934615831714846
cat,-2.290461910629115,-4.279342747625048
cat,-2.0983332849602694,-4.697669100359422
dog,4.9949707394341445,3.6060313959063817
dog,2.7980536591421656,-1.7656088585216643
dog,0.8980109209265887,1.7729209196282878
dog,-0.2575518475081758,3.325024272822106
dog,5.644091178604452,0.13514649312501897
dog,3.405913094695526,0.1024299104734039
dog,-0.6063761447105825,2.4201245888227616
dog,2.3053343215477535,-0.0894572480000814
dog,1.3011095191721904,0.8447124136326145
dog,4.956509531190406,1.9289095783357164
dog,0.5122052364912009,2.9159994642454894
dog,4.037351066634854,4.513201491644459
dog,4.982450923541516,1.889672206767138
dog,-0.6585647511192979,4.041918256266727
dog,-1.0685652208630272,3.654933095116456
dog,0.6926993110908547,4.287028064264744
dog,-0.7134921956571832,5.259269855318481
dog,-0.5243179949563634,5.394543675495194
dog,4.732628597421274,1.3235151979778208
dog,2.8224400367651152,-0.022479711549465386
dog,-1.816270824207959,4.370023724051906
dog,2.2805641446635025,-1.6571361895709151
dog,2.0241524571628857,-0.3550915044626634
dog,0.48466653525395026,3.0045262466717797
dog,2.597278800633592,5.096204985382069
dog,-0.3097400532368919,4.8779491946715146
dog,1.6468826724606749,1.5268420743060613
dog,5.401877887584839,3.6514145065667867
dog,4.303993621735712,1.569800534826506
dog,4.766787638965166,5.559645635464967
dog,2.4764567354874996,-0.746391735386983
dog,2.3064829422489104,0.11223263171075892
dog,-0.19614221271542287,5.27626845094806
dog,-1.3414942627696367,4.910561434145725
dog,-1.815776669847249,3.293645155587668
dog,1.2425773337877497,2.1549018731491163
dog,1.6506231225884618,2.4595153020400753
dog,3.020473558478347,-0.8679333881648863
dog,2.27828306341868,0.917781094439869
dog,-0.9336239595529024,4.6811419725061345
dog,4.504464732388314,6.1559235652818325
dog,4.559871030833993,3.6921639301719646
dog,5.06298187466551,1.4127075338402915
dog,4.607724396239951,0.34007972204319126
dog,-0.42178761039114016,2.4414055826874503
dog,2.116039491464433,6.439665522042241
dog,-1.3918416793175261,2.737548466381196
dog,5.142645165227801,2.6310486688531936
dog,5.429503917179784,0.6411858051462683
dog,6.2858315078806095,4.049003897027222
dog,3.395763683230602,1.7407982303465248
dog,2.3827343353506674,4.211858537609719
dog,-1.710834924764917,3.3199146513958837
dog,2.560939225653456,2.7517820835810736
dog,0.6812385538743089,4.320570665256034
dog,2.9076386105415244,-0.07604000569600702
dog,2.5344781987013345,3.0628382782857795
dog,3.8919014597218493,1.9157637959100384
dog,-0.5098800170414409,2.1829797600593737
dog,5.311170526064138,3.5037994090697446
dog,2.2684720566392453,4.457715049184635
dog,4.1883821980304115,5.9814541471359055
dog,4.930071494822468,5.176501840762143
dog,5.639411699797787,-0.3151975451612408
dog,5.8838222722197555,2.235762626396779
dog,5.742886289250647,-0.09767627505638815
dog,4.339384800567171,4.6944882267449355
dog,3.858856294668659,5.8257751720404265
dog,2.824899545683582,4.2844271127544244
dog,3.9352322379095392,1.455641193458328
dog,0.7961080003943893,4.137366285301269
dog,4.480099708356552,3.687984928682382
dog,4.564150350190649,0.10636074195669366
dog,-0.6934924726904346,3.443652410138669
dog,1.7025341613297744,3.275894040970316
dog,0.20319579396071538,3.7884285409742016
dog,1.3781161364370162,1.9863396292892261
dog,2.387871226992319,5.193380698905324
dog,1.1823990288022195,3.415424425250622
dog,2.866252619185369,-0.02984066800210945
dog,0.08249968401704016,3.1613336701137666
dog,2.6644848202554723,2.331388897680495
dog,-0.26360023229039015,2.1030711463472986
dog,0.9697525551547019,3.8845220594126944
dog,2.4734173526515617,5.37232032988772
dog,-2.6503733476087334,3.3699895567660128
dog,5.074998105597815,-1.450205402974608
dog,2.2023561004542684,6.36677682833296
dog,3.0245420106782683,3.610440343192907
dog,1.1823274555448227,4.718867952047942
dog,2.2079472842581325,4.911283193286692
dog,2.8790564007969865,2.25884749446016
dog,4.918788656741939,4.43024788739195
dog,3.6501073935896966,3.268846552519743
dog,5.766245406364131,2.84852728833873
dog,2.2212948553227365,6.165350081388503
dog,5.56058746049405,-0.3561568504447761
dog,1.7752996915216364,3.8973536040143806
dog,3.0040087050729585,-1.0625553052951353
dog,2.2939033216434184,5.599291331542778
dog,3.4549740493463985,4.956079749448659
dog,5.012753648744008,4.4689349472609505
dog,-0.9714458742238139,4.37489583622166
dog,2.501619080016843,4.309681004037121
dog,2.049679581136535,0.4410522318956464
dog,2.8897935186874917,4.53196676811983
dog,3.8299903886275573,4.114903821384201
dog,3.7319935104416952,0.4731195604457901
dog,4.281180388444635,5.508159842421728
dog,4.807742797203325,3.2232910143402416
dog,3.5013553339813686,6.132853785618311
dog,4.461403992494901,5.198540302928133
dog,2.32583539191646,-0.7602671107674801
dog,3.9842278981433843,1.7199604610647894
dog,4.458802498229254,4.94855083357596
dog,-1.7815088834004613,3.1872182187417994
dog,-1.8092232747516124,4.17988796336547
dog,2.3881179927693688,-0.3122547727028604
dog,4.947133741349391,2.71063259838574
dog,5.469982948915964,2.318539336973609
dog,0.36288904592864824,3.7548766926451584
dog,2.6741826140239033,1.1805642940410874
dog,2.6597845902967125,2.4458172702301675
dog,3.411435034009951,3.4558847867673306
dog,5.588449547438443,0.5877030293181215
dog,4.992245051945515,2.640517646899511
dog,2.2730166782189385,4.996540990059846
dog,0.39958177114251997,3.7996260895826204
dog,3.47614057017987,4.154911144082396
dog,3.473531632348592,4.0376212777637095
dog,3.4302428042942026,3.9061405499745354
dog,2.3626001824698895,-1.0656615506784384
dog,0.9779685536581185,5.214854930222182
dog,1.0003419646671605,5.112321811178164
dog,4.3207075265656085,5.344940995875241
dog,2.4665357766322624,-1.2194926427439259
dog,2.6245300119815242,-0.46388762747555157
dog,3.166316701808201,3.257397332985439
dog,2.6403313528631664,0.1120388552985144
dog,5.590431071661831,-0.2619105787692544
dog,0.7172582996745722,3.8485988495978845
dog,2.64292211399156,4.318797675323914
dog,6.217720635152371,4.322200832905146
dog,0.5506917534080893,3.636126457031579
dog,-1.923178139691649,5.430889207735753
dog,2.7768593120168523,5.277985505176219
dog,2.198664284184089,2.415440152066394
dog,3.402658174433971,-0.5974137620065587
dog,-1.5713347980470096,2.396109976973038
dog,1.357099969834051,1.8651096098851663
dog,4.884586828927321,0.872094399335086
dog,0.4884051380939489,5.313306798946488
dog,-1.9498046064482064,0.04347920022453271
dog,-1.176177320137852,4.417772573343415
dog,1.2128897225595638,5.745424349564961
dog,4.220032396541373,3.768691455902636
dog,3.2538835689593313,-1.390972478206251
dog,3.2319809128077095,2.893522984741839
dog,2.5135904638183546,0.7435099221632452
dog,2.2473749353607233,3.0425572892637875
dog,4.496692239805081,2.920528546089347
dog,3.5220017499029916,3.999714753546294
dog,4.038119103782623,1.538708295740648
dog,3.0514335295811392,-0.9584530818831721
dog,5.184291391165542,1.4047669346773428
dog,-0.4271309063019581,2.3260977251600496
dog,4.151671740140242,2.73576439813445
dog,4.10485900416771,1.6472952188248289
dog,6.332496616808777,4.0714649608722
dog,1.3612067981896352,1.4769743507177524
dog,0.22937468943090858,0.9222944465544942
dog,3.3287914593702186,3.9416642109679465
dog,2.073231797043707,0.28336290767469474
dog,2.5538697706595896,-0.5505931922467712
dog,5.467208784732286,3.1401395711343154
dog,4.841824786911172,3.8588511885567036
dog,0.9840948271941281,3.6385872129737002
dog,-0.9788705047774204,4.363667735564958
dog,3.662070586228849,-0.5248747898670072
dog,1.2165482150734255,5.147122014117661
dog,-0.5335145525054603,1.0849890329106031
dog,0.7570535364458902,4.680583432461594
dog,4.365053018136764,1.7263783927706091
dog,4.013660282137939,4.075678838690974
dog,2.4392818927360675,-0.8058112422423058
dog,4.60819430374394,6.027766711364711
dog,2.777597751523792,5.190915562105947
dog,4.50647056112754,5.965973930717833
dog,3.2209300746368728,2.1695905663284956
dog,-0.5216316238919266,5.118810006914853
dog,4.884067395422734,0.020669497529404782
dog,3.4694951114962818,4.115965510317051
dog,2.0203699308859795,-0.10306111850383048
dog,4.62904781552343,3.7834052412530097
dog,-2.252595732403609,4.6059511046807105
dog,4.763652916426978,4.403199132873782
dog,1.8492457196074843,1.957239382860155
dog,2.28641260121742,-1.0234818895390045
dog,2.406657404510764,5.41392876704956
dog,3.6681156487274498,0.2865712099090338
dog,3.245429622966856,3.495186630281145
dog,3.505468557373674,1.1609244407325972
dog,0.4480974019048862,2.348027533634666
dog,2.716899734469651,0.43277951865743164
dog,3.3876864129168154,0.797328890753077
dog,-1.3738862725423833,4.853561622474449
dog,1.1773389557297484,3.681727494925356
dog,2.3677714121762343,-0.6116476768583602
dog,3.398594625179003,4.050493050201384
dog,4.205870526300878,3.5603250453782542
dog,2.815430536085164,3.438435232862014
dog,4.560039130134507,2.3094979655427554
dog,-0.4672628332828207,2.2399138180524196
dog,-0.17142388893431315,5.117286149589987
dog,2.2186195914884723,5.638970034472758
dog,4.94865882147665,1.492491349336565
dog,5.001304011417707,5.703075645699417
dog,4.424778709115007,2.795522130451289
dog,2.0208533226780756,-0.2121183105133308
dog,-0.06910035170741917,3.267022026895129
dog,3.710650042193363,3.5297341391155417
dog,-1.5402799942137426,4.925533142784087
dog,0.3066415131896893,4.029150232839512
dog,3.619337156951188,3.3977153502132755
dog,4.663677423057026,4.657305857305856
dog,1.8209059503801623,3.7017977635060433
dog,3.4788462475535256,1.871841764684275
dog,0.1797977153281558,1.9236575746872575
dog,5.041119255462604,4.954783112350518
dog,4.553591298252465,3.9461886390947263
dog,5.548599582000823,-0.5836597153693706
dog,5.378519601263139,0.6914269849679163
dog,5.134167524934424,-0.30484390391863514
dog,3.3840548302178006,5.2413217608411395
dog,3.4265570167035126,2.369807049655762
dog,0.9180350740071807,3.9840198544820336
dog,1.6260367257780461,6.116877931000069
dog,2.2871050404814683,5.852263753202485
dog,-1.358239568539025,3.078324737332866
dog,3.4939139388848335,2.572509579551911
dog,2.5753982665116872,0.5114640293708446
dog,3.9702609652521472,2.534582789913212
dog,2.564437576435928,-0.7569165903330348
dog,2.538020507979901,4.0006998714292195
dog,3.7064728035800623,1.198096781428831
dog,2.158296657890467,5.688734269246499
dog,2.838745448055237,4.330019204138972
dog,2.4644691205625255,2.575665366863259
dog,1.8274799444574243,3.3963486129020173
dog,4.94458510003957,5.7245373560124495
dog,4.364200387890866,0.8966955049208473
dog,4.561850531599367,3.116141345518337
dog,0.6453830760066729,2.08091225001797
dog,0.5559247314056215,2.4224103012889935
dog,3.678652546099953,3.3957903918473153
dog,3.4207155844366466,6.327058104971987
dog,3.23442865382728,-0.9842601039561287
dog,2.2484037628672744,4.383036515622115
dog,3.3507457389735524,3.383643985813529
dog,2.5247812893950417,0.45144156052705364
dog,4.966441581733105,4.720737159307701
dog,-0.49418753484444033,4.961343827993578
dog,4.406198813824539,-0.6418901483777154
dog,-0.4197257028062012,3.1894005636818683
dog,3.727840015837119,0.18132954156293266
dog,0.5329281226985397,3.9834992505902065
dog,4.446080756646516,3.6147269219488756
dog,5.300393125883198,0.5322022700136889
dog,5.3870455784068,0.5604863402014938
dog,-0.00598016194241857,3.8161063039868948
dog,1.7714849407126472,5.974143526534348
dog,1.6001498629332256,3.172216989727245
dog,3.1217562268227277,2.4190330402417075
dog,1.3744068362752746,3.7877134355032918
dog,1.440244597174177,2.8938758932615762
dog,4.305843264039825,2.7228592686542488
dog,-0.3585499564604966,2.2046308220060324
dog,0.5234251365435948,4.7784316098887345
dog,-1.187197303776941,4.635326204643046
dog,2.1378743136144074,3.8701156903707568
dog,2.368341271997798,5.103657981657832
dog,1.5439313003469237,0.33074922462565665
dog,1.4977469550160907,1.2519621102967597
dog,-2.5811275716795268,3.3607239805829545
dog,2.332694170020959,5.313898068923127
dog,1.4794069119213773,2.4581100193391077
dog,3.8322418544812606,4.236166651823974
dog,3.888463012299283,4.157024695099375
dog,0.47926946714858104,1.6701963438708474
dog,0.11708777919465437,2.1937545969311802
dog,2.7831441750987884,2.8358694483549867
dog,2.3229638714476777,5.336236850752496
dog,1.8053576879813071,3.934748383367113
dog,4.229132499441153,3.967810807354135
dog,-1.6521157866290297,4.315824236585768
dog,2.8547794014864385,-0.43534010589503425
dog,4.218183528141652,3.184628662738191
dog,-0.6792600893625799,4.706107685913852
dog,2.3315592160523533,-0.15711914747818953
dog,2.6354382553209077,-0.4229566087376525
dog,4.630738736781131,2.937992460235612
dog,-0.035631409811004225,3.4632755773680173
dog,5.243941342669007,1.1074625051179523
dog,2.3086467297638618,-0.7536986726132219
dog,2.3624564981102174,-0.5237406074044086
dog,2.966285868811631,3.986826835778554
dog,2.4523008868268668,3.904569202368744
dog,-0.4730761864769991,3.282703489216443
dog,2.5478004397251324,-0.6571021150022013
dog,1.656122235469059,1.0238064587485147
dog,1.712249055921855,0.9287863747312439
dog,3.6711728130090444,3.0203425609388517
dog,2.023439914428989,0.8913551709493902
dog,5.043256644512522,1.171341766409555
dog,5.0465384833847295,-1.367933987294152
dog,5.055079048239698,-0.6902286820616002
dog,0.5257963772853564,0.6495563567541454
dog,-0.7838286757206795,4.476779719168812
dog,3.098514004829071,4.085392984452282
dog,5.202214852458734,1.091106140474527
dog,0.08772400145122237,4.106600114213125
dog,0.5555085037944064,3.2043801461818266
dog,-1.209639804841345,2.795381880534912
dog,3.953151272798086,3.998811508426334
dog,4.153758867081809,4.651181111899924
dog,5.609474971975624,-0.3978859184129407
dog,2.4582955458553424,5.809135979615707
dog,3.6763644583527983,4.088752863158355
dog,2.222704939199369,3.386759779729597
dog,2.135940615660892,0.06054226214487602
dog,0.7820260740582462,4.218410929136314
dog,2.2611661973379706,2.4402896419132216
dog,4.792340424328009,3.8722499689962326
dog,2.029194544034298,4.792413204452966
dog,0.9521254365866246,2.2574290086949693
dog,5.003155237436549,3.813088603893902
dog,4.277862506481938,2.9152511380961683
dog,2.376956740136121,-0.8952394270188838
dog,6.073362780035076,4.624734257675793
dog,5.116814486664259,1.3612685604190704
dog,-0.275950692316573,2.1973443847642016
dog,2.4937860315066014,-0.9726434533783791
dog,3.9784028612080022,4.574059380469637
dog,4.510251588084897,0.36132190153178145
dog,0.02400304131809025,3.2450914720360196
dog,2.6817239478354074,1.6421836417292657
dog,2.03369758056619,1.9238401469400972
dog,3.4734067406306597,1.3677641723489184
dog,2.8120107720017478,-1.8310257872272286
dog,4.0319805750720255,5.208460129856425
dog,2.4528782681813652,5.238945150853739
dog,5.642694935913808,-0.0041798844584606054
dog,5.226303298635102,0.9147257364918817
dog,-0.06755525018708287,3.3984448398915243
dog,-2.270720064961344,4.643761935938361
dog,3.0373884381223766,2.779570141405003
dog,3.4647235099456206,2.179241453858933
dog,3.6760726572525813,3.3615991848125204
dog,-0.3738493522394962,2.4382785365964805
dog,1.0054789605158392,2.42125051491363
dog,3.17997869367139,-1.071713395209591
dog,-0.6514897398354859,2.394138734610195
dog,4.927115727374322,1.9408756199137875
dog,-1.6546726048374392,2.36367064725439
dog,3.9856076160295495,3.771999790099611
dog,3.348145345938276,-1.0191432476235487
dog,4.076993247701323,1.366031018840666
dog,4.20460463621396,5.798516314897761
dog,2.199605366007362,2.9930119853176564
dog,4.129845181304469,5.886900839125252
dog,0.35027062237775985,3.6408506415929893
dog,4.478120448555607,6.113062101146679
dog,4.932929831466383,1.012405375151083
dog,1.1465657677472245,2.145557653394745
dog,0.06675915231815135,3.6525673379159684
dog,1.2566850169932777,3.832556998259096
dog,1.1064250616577742,4.506079740062212
dog,-0.3503491427854758,2.856537162453267
dog,4.052869025751158,1.7347195243479743
dog,-1.293858671207795,3.3356670883996333
dog,0.22579107708289797,2.8687727133119085
dog,3.9694874260855384,1.2235393117180442
dog,1.3257134572682643,5.250697776392534
dog,2.3787907818636658,3.57361304885885
dog,0.49522206649366196,1.9150618368562744
dog,2.4481676881306447,-0.1169975107151402
dog,5.444441584939842,-0.3674828455662185
dog,1.9033543491382208,5.993541110201195
dog,4.194534980373683,1.8245398757997286
dog,-0.2817870235319041,4.766270074546942
dog,3.3244807628088897,3.02246874298503
dog,2.685436629629316,5.295929922217199
dog,2.5440624630452846,-0.3736268594956719
dog,4.639883100403146,5.1640566943243424
dog,4.48791486539264,4.314502180191161
dog,4.774845772941942,2.7721813379994953
dog,-2.0601431797439833,3.34351303814869
dog,1.5016309055056236,3.181551245540674
dog,-0.3868422496723189,4.711314238552505
dog,2.1503111778423682,5.913617217644601
dog,2.8217270917212005,-1.908441680295114
dog,5.761713365546857,3.5762804246510576
dog,3.3126039090064636,-0.9396510820863326
dog,6.173115908491256,3.8131031071415777
dog,6.185131195359052,3.6392397183217247
dog,2.723671213937742,-0.10199672868657475
dog,1.7661522083593333,3.892148184796447
dog,4.173826850801563,1.5630416418277824
dog,5.308313740127111,1.009811883680881
dog,3.1188123522133884,3.1832501810080895
dog,-0.3254017528410551,2.4002698697669094
dog,2.776683247042015,-1.823848297183306
dog,4.659624304129644,5.1670638337222465
dog,3.887545217792698,2.8066714883903785
dog,3.3692946299406463,5.192813225233984
dog,2.737621493839305,2.6947040881685425
dog,2.290959055744717,-0.45639430342684556
dog,2.1901457222497913,-0.5473130572495888
dog,-0.6294770380369167,4.348431895265083
dog,2.8968142424794405,3.853609353315122
dog,3.9423234102219,0.6498189465044422
dog,3.0708670701295913,-0.7959841497565664
dog,0.840371377806432,5.23663040862878
dog,4.603518752363846,1.175739539572927
dog,2.7295996135516742,3.5262848915692775
dog,0.5209995708431476,2.1602338375432213
dog,2.13742111485982,-0.9672692393564228
dog,3.6813081922923314,5.208903035755138
dog,0.8239491907300005,4.03270319981569
dog,3.811876120389726,0.6043559414514985
dog,1.959208208960368,-0.6710954454298379
dog,1.2741152631376857,3.394793087703489
dog,-1.8664261255895065,5.4093209124669395
dog,1.8299715469444728,6.1592769829242835
dog,-0.7084147173004477,5.033283320709556
dog,2.182462640997961,-0.36823614776408214
dog,4.782045912842874,1.14375121158066
dog,1.6336718267008516,4.794478679362014
dog,3.7849121185581858,1.0105393169351666
dog,5.11405233578058,0.5545502280480147
dog,4.208555806228782,2.395677875827284
dog,-0.11748296347597413,3.1150042401695957
dog,-0.357273781685018,2.5152864423799284
